Date,Temp_Min,Temp_Max,Temp,WS,WD,HUM,PRE,SP
16-01-2019,11.45,30.48,19.91,2.15,60.81,4.09,0,98.97
17-01-2019,12.43,30.98,20.87,1.79,74.38,3.78,0,98.82
18-01-2019,12.67,31.48,21.27,1.96,115.44,3.78,0,98.84
19-01-2019,11.23,31.73,21.04,2.24,61.94,3.42,0,98.92
20-01-2019,12.49,32.22,21.14,2.14,84.06,3.48,0,98.98
21-01-2019,11.86,32.76,21.75,3.15,148.62,4.58,0,98.8
22-01-2019,14.99,31.87,22.72,4.2,179.44,7.02,0,98.72
23-01-2019,16.44,31.69,23.73,3.34,175.62,8.36,0,98.71
24-01-2019,15.56,31.6,23.99,2.28,150.75,8.61,0.33,98.76
25-01-2019,19.17,29.85,23.9,3.3,121.44,11.29,17.43,98.73
26-01-2019,17.3,23.71,19.64,4.22,37.5,11.78,14.07,99
27-01-2019,15.19,24.22,18.87,3.9,48.88,10.5,0.79,99.12
28-01-2019,11.37,25.41,17,3.76,75.5,6.9,0.01,99.22
29-01-2019,6.4,24.62,14.56,3.53,23.25,4.21,0,99.29
30-01-2019,6.15,26.2,15.48,2.7,48.81,4.21,0,99.18
31-01-2019,7.48,27.98,17.76,2.39,101.25,5.25,0,99.03
01-02-2019,10.58,28.87,19.47,2.41,98.19,7.32,0,98.96
02-02-2019,12.95,30.05,20.5,2.7,77.94,7.26,0,98.87
03-02-2019,12.28,30.44,20.31,3.41,90.62,6.9,0,99.03
04-02-2019,12.01,30.35,20.82,2.45,80.5,6.96,0,99.2
05-02-2019,13.29,30.96,21.62,2.34,75.38,7.26,0,99.08
06-02-2019,14.2,32.05,22.82,2.29,101.12,7.26,0,98.7
07-02-2019,15.49,32.23,23.85,3.63,175.56,9.95,0,98.53
08-02-2019,17.12,29.56,22.95,2.35,289.75,7.75,0.02,98.75
09-02-2019,11.01,28.22,18.38,3.76,252.06,3.11,0,99.01
10-02-2019,7.05,28.51,17.16,3.23,106.06,3.3,0,99.16
11-02-2019,10.09,31.02,19.95,2.46,85.69,4.64,0,99.09
12-02-2019,11.95,32.66,21.69,2.65,84.12,5.43,0,99.15
13-02-2019,13.49,33.63,22.95,2.59,92.38,5.37,0,99.15
14-02-2019,13.65,34.9,23.94,2.59,131.5,5.68,0,98.82
15-02-2019,16.4,35.27,26.16,3.08,178.44,8.91,4.89,98.67
16-02-2019,18.72,32.67,25.28,2.52,130.25,11.41,0.14,98.69
17-02-2019,15.57,30.92,22.42,2.87,117.19,8,0,98.71
18-02-2019,12.82,32.4,22.27,2.61,93.12,5.43,0,98.56
19-02-2019,15.03,36.4,25.26,2.43,153.19,5.62,0,98.58
20-02-2019,17.44,36.26,26.62,3.09,122.44,9.34,0,98.86
21-02-2019,19.42,37.01,28.27,2.59,129.25,9.4,0.03,98.96
22-02-2019,21.42,38.23,30.12,2.12,193.94,9.22,0,98.76
23-02-2019,20.99,37.94,29.24,2.23,122.06,8.42,0,98.57
24-02-2019,20.26,38.65,29.22,2.99,209,7.51,0,98.32
25-02-2019,18.87,37.08,27.55,3.14,218.69,4.64,0,98.3
26-02-2019,17.97,36.19,26.85,2.57,198.94,4.46,0,98.24
27-02-2019,18.26,34.96,26.29,2.73,279.12,5.19,0,98.23
28-02-2019,17.15,33.26,24.8,3.18,178.06,5.43,0,98.45
01-03-2019,15.45,33.62,24.4,3.3,119.81,5.19,0,98.56
02-03-2019,18.04,34.94,27.15,3.11,122.62,9.83,0,98.55
03-03-2019,22.75,38.08,29.48,4.17,215.44,10.31,0.38,98.28
04-03-2019,19.18,37.48,28.47,1.98,251.88,6.23,0,98.14
05-03-2019,20.55,36.15,27.59,3.69,317.94,6.59,0,98.14
06-03-2019,16.95,34.82,25.66,3.6,155.44,5.31,0,98.36
07-03-2019,16.43,34.86,25.5,3.3,79.44,4.88,0,98.42
08-03-2019,17.24,36.68,26.79,3.04,106.06,4.39,0,98.56
09-03-2019,18.69,37.83,28.49,2.56,228.38,5.13,0,98.52
10-03-2019,18.51,38.46,29.09,1.65,186.44,5.55,0,98.53
11-03-2019,20.2,39.49,30.3,2.59,137.62,7.08,0,98.55
12-03-2019,22.9,38.79,31.22,1.87,40.94,7.45,0,98.6
13-03-2019,26.51,38.8,32.6,3.6,180.5,8.36,0,98.55
14-03-2019,22.86,39.82,31.68,3.15,225.19,6.65,0.12,98.57
15-03-2019,22.78,39.81,31.03,2.4,157.69,7.2,0,98.61
16-03-2019,22.34,40.18,31.23,3.07,131.31,6.96,0,98.57
17-03-2019,23.14,39.75,31.48,4.73,170.44,8.48,0,98.52
18-03-2019,22.77,39.33,31.1,3.78,180.75,6.84,0.25,98.49
19-03-2019,21.12,38.42,29.85,3.22,166.94,8.42,0,98.35
20-03-2019,23.69,37.93,30.99,4.87,138.62,10.38,2.19,98.28
21-03-2019,24.9,38.78,31.49,3.52,169,11.17,1.06,98.39
22-03-2019,23.67,39.42,31.58,2.51,174.56,8.67,0,98.49
23-03-2019,22.28,39.34,30.7,3.66,49.31,7.45,0,98.53
24-03-2019,22.01,39.77,30.81,3.62,55.94,6.41,0,98.47
25-03-2019,21.33,40.94,31.49,2.55,82.12,5.98,0,98.42
26-03-2019,23.49,41.32,32.84,1.93,106.25,6.29,0,98.43
27-03-2019,22.12,40.01,31.26,3.03,84.69,5.62,0,98.63
28-03-2019,21.7,40.73,31.13,3.02,124.62,4.33,0,98.53
29-03-2019,22.19,41.87,32.23,2.47,59.81,4.39,0,98.32
30-03-2019,23.2,42.32,33.25,2.47,164.88,5.92,0,98.22
31-03-2019,24.78,43.35,34.12,2.74,266.81,6.04,0,98.15
01-04-2019,24.53,42.58,33.94,2.39,237.94,5.25,0,98.17
02-04-2019,23.49,42.18,33.11,2.95,56.19,5.8,0,98.24
03-04-2019,23.84,42.63,34.06,2.13,120.38,6.47,0,98.26
04-04-2019,26.88,43.3,35.47,3.81,187.06,8.73,0,98.3
05-04-2019,27.43,43.63,35.27,4.53,242.94,7.69,0.2,98.29
06-04-2019,26.41,44.26,35.23,3.91,279.81,6.04,0.01,98.18
07-04-2019,25.07,43.13,34.46,2.77,265.31,5.31,0.01,98.1
08-04-2019,25.61,42.84,34.57,2.45,215.31,7.2,0,98.02
09-04-2019,26.06,43.7,34.72,3.3,247.69,7.08,0,98.11
10-04-2019,24.17,43.4,34.33,2.07,265.5,4.52,0.03,98.21
11-04-2019,24.8,44.09,34.87,2.42,200.19,5.86,0,98.12
12-04-2019,26.62,43.94,35.67,2.63,170.88,7.87,0.23,98.12
13-04-2019,27.15,44.27,35.74,2.28,185.81,7.02,0.66,98.15
14-04-2019,26.31,44.23,35.5,2.7,180.88,8.36,0,98.17
15-04-2019,28.09,43.95,36.05,2.43,199.75,7.51,0,98.12
16-04-2019,28.61,42.37,35.26,2.67,191.56,7.69,1.92,98.15
17-04-2019,25.62,40.92,33.61,1.62,174,8.12,0.53,98.24
18-04-2019,25.61,41.08,33.6,2.55,181.75,8.73,0.04,98.23
19-04-2019,24.87,40.69,33.51,1.86,162.12,9.28,0.05,98.12
20-04-2019,27.19,41.46,34.49,3.29,157.25,12.08,0.36,97.93
21-04-2019,27.19,42.19,35.29,3.02,147.62,10.93,0.05,97.87
22-04-2019,27.3,41.23,34.48,3.65,103.94,10.62,0.32,98
23-04-2019,26.9,43.11,35.33,2.23,119.25,7.45,0,98.08
24-04-2019,26.68,43.58,35.45,2.52,149.31,7.2,0,98.14
25-04-2019,28.17,45,36.65,2.18,135.69,6.96,0,98.06
26-04-2019,28.69,45.95,37.35,2.72,138.5,7.51,0,97.94
27-04-2019,29.49,46.02,37.65,2.75,137.62,7.87,0,97.89
28-04-2019,28.74,45.37,37.32,2.84,121.94,8.91,0,97.87
29-04-2019,28.73,45.79,37.63,3.44,167.75,8.54,0,97.83
30-04-2019,29.51,45.8,37.59,2.55,166.88,8.54,0,97.73
01-05-2019,29.01,43.22,36.13,1.98,153.19,6.04,0,97.64
02-05-2019,28.4,45.47,37.08,2.8,205.69,7.45,0,97.56
03-05-2019,28.6,44.2,36.4,4.28,262.31,7.45,0,97.68
04-05-2019,28.55,43.76,35.74,5.23,297.38,6.47,0,97.95
05-05-2019,28.18,43.9,35.93,5.16,321.25,6.04,0,98.11
06-05-2019,27.84,44.33,36.46,3.98,329.5,5.74,0,97.99
07-05-2019,28.3,44.4,36.48,3.87,321.56,6.35,0,97.87
08-05-2019,28.79,45.76,37.41,4.79,309.25,5.62,0,97.83
09-05-2019,29.44,45.35,37.42,5.91,332.19,6.04,0,97.82
10-05-2019,29.75,45.3,37.72,3.96,289.75,7.32,0,97.87
11-05-2019,31.15,44.62,37.62,1.95,254.31,9.28,0,97.99
12-05-2019,30.13,44.82,37.6,2.49,258.44,6.96,0,97.93
13-05-2019,29.38,44.58,37.36,1.96,222.12,7.63,0,97.85
14-05-2019,30.87,43.84,37.15,2.48,192.12,7.51,0.01,97.86
15-05-2019,29.03,45.08,37.43,2.38,263.88,6.53,0,97.9
16-05-2019,29.89,44.74,37.11,3.1,311.75,6.84,0,98
17-05-2019,29.9,45.14,37.5,4.63,310.69,6.9,0,98
18-05-2019,29.98,44.55,37.4,5.2,326.19,7.39,0,97.95
19-05-2019,29.3,44.64,37.19,3.48,230,6.77,0,97.98
20-05-2019,29.12,45.19,37.67,2.23,117,6.71,0,98.01
21-05-2019,31.03,45.85,38.89,2.77,166.19,9.34,0.04,97.89
22-05-2019,31.8,46.64,39.4,3.29,237.94,9.64,0.62,97.81
23-05-2019,31.83,45.9,39.27,1.95,134.19,9.34,0,97.78
24-05-2019,32.43,45.85,38.87,3.85,263.75,9.7,0,97.83
25-05-2019,29.87,45.79,38.28,3.06,310.19,7.39,0,97.71
26-05-2019,31.44,46.53,39.22,3.72,288.12,8.24,0,97.59
27-05-2019,32.4,46.51,39.87,4.77,306.62,8,0,97.58
28-05-2019,31.72,47.33,39.73,4.74,297.44,8,0.02,97.53
29-05-2019,31.74,46.71,39.41,2.48,218.94,8.73,0.01,97.51
30-05-2019,32.04,45.51,38.69,4.34,149.12,13.12,0.07,97.59
31-05-2019,32.19,44.12,38.02,5.26,180.31,13.37,0.63,97.63
01-06-2019,31.98,44.62,38.16,4.08,199.5,13.49,1.09,97.72
02-06-2019,32.69,46.31,39.44,3.19,185,12.08,0,97.6
03-06-2019,32.69,45.78,38.99,4.41,227.38,12.45,0.81,97.58
04-06-2019,32.12,45.94,38.65,4.57,208.94,12.27,2.07,97.57
05-06-2019,32.62,47.55,39.76,4.36,178.69,11.11,0.09,97.47
06-06-2019,33.15,46.98,39.83,3.96,247.69,10.25,0,97.44
07-06-2019,32.7,47.48,39.67,4.58,205.25,11.54,0.51,97.53
08-06-2019,31.64,44.65,38.22,3.21,149.25,12.7,0.33,97.6
09-06-2019,33.08,42.99,38.23,2.83,254.75,14.1,0.05,97.5
10-06-2019,32.26,45.86,39.17,4.02,246.25,12.63,0.3,97.33
11-06-2019,32.12,45.55,39,5.08,210.06,12.63,0.27,97.38
12-06-2019,31.48,44.88,37.38,6.38,220.75,14.16,0,97.48
13-06-2019,31.16,37.88,34.49,4.99,228.81,15.08,0,97.65
14-06-2019,30.43,43.68,37.15,4.35,257.06,12.33,0,97.53
15-06-2019,31.69,43.79,37.81,4.95,274.94,11.41,0.36,97.59
16-06-2019,30.6,41.82,35.51,5.95,256.31,13.24,0.86,97.76
17-06-2019,29.85,40.87,35.68,5.16,257.25,13.43,0.82,97.72
18-06-2019,31.91,42.37,36.9,4.73,261.19,13,0.08,97.57
19-06-2019,32.04,41.3,36.87,4.19,246.38,13.98,0.01,97.5
20-06-2019,28.45,38.65,33.9,4.66,297.25,15.81,12.06,97.59
21-06-2019,26.92,37.62,31.81,3.23,176.94,17.03,1.41,97.6
22-06-2019,27.03,35.43,30.95,2.64,159.31,17.76,7.3,97.53
23-06-2019,26.78,35.78,30.96,2.55,242.75,18.49,8.93,97.52
24-06-2019,26.37,38.08,32.01,3.2,171.19,17.7,0.28,97.68
25-06-2019,27.05,37.57,32.16,4.09,163.31,18.49,0.31,97.79
26-06-2019,27.21,38.01,32.62,2.84,199.81,18.92,1.45,97.7
27-06-2019,27.55,36.16,31.02,3.48,250.56,19.9,4.04,97.58
28-06-2019,26.44,32.19,28.83,4.23,254.88,19.84,26.25,97.51
29-06-2019,25.37,33.17,28.76,3.95,250.94,18.86,18.71,97.46
30-06-2019,23.78,30.54,26.88,5.3,284.12,18.86,27.08,97.5
01-07-2019,25.14,31.39,27.73,4.38,273.62,19.53,19.31,97.48
02-07-2019,24.88,29.32,26.57,5.42,264.25,19.41,22.92,97.45
03-07-2019,23.81,31.95,27,6.81,253.38,18.62,4.6,97.45
04-07-2019,23.79,33.28,28.15,5.41,266.38,18.13,7.5,97.47
05-07-2019,23.17,31.19,26.55,6.22,252.94,17.27,14.24,97.34
06-07-2019,24.36,33.36,28.12,5.87,242.06,18.74,5.85,97.3
07-07-2019,24.62,31.92,27.67,6.06,245.88,18.43,3.95,97.46
08-07-2019,24.65,32.95,27.94,5.02,262,19.23,6.18,97.61
09-07-2019,25.01,32.43,28.15,4.47,246.81,19.41,22.56,97.61
10-07-2019,25.19,33.3,28.6,5.17,227.06,19.47,6.79,97.58
11-07-2019,25.3,31.99,28.28,4.68,242,19.41,1.44,97.74
12-07-2019,25.25,32.18,28.36,4.05,242.06,19.23,1.18,97.93
13-07-2019,24.58,31.3,27.78,4.38,246.06,18.8,0.11,98.01
14-07-2019,24.99,33.7,28.8,5.27,263.81,18.62,0.94,97.87
15-07-2019,24.43,34.16,28.79,4.2,260.75,18.43,0.33,97.74
16-07-2019,25.11,34.62,29.52,4.06,275,18.62,0,97.77
17-07-2019,25.85,34.15,30.02,2.97,266.06,19.1,0.19,97.71
18-07-2019,26.07,34.08,29.57,2.98,187.75,19.71,3.82,97.59
19-07-2019,25.19,33.74,29.45,1.27,107.25,18.07,3.71,97.52
20-07-2019,25.01,33.19,28.82,2.4,118.38,19.71,7,97.49
21-07-2019,25.42,34.52,29.51,3.87,155.44,19.84,2.85,97.56
22-07-2019,25.1,33.89,29.36,3.29,156.38,19.71,0.74,97.59
23-07-2019,25.15,35.58,30.02,3.47,145.81,18.49,0.22,97.6
24-07-2019,25.14,35.66,30.37,2.86,197.56,19.17,0.42,97.62
25-07-2019,25.9,32.44,28.66,3.86,261.56,19.9,29.04,97.67
26-07-2019,24.9,30.38,27.02,4.84,259,19.17,14.12,97.59
27-07-2019,24.43,30.64,27.06,5.88,268.88,19.35,19.84,97.49
28-07-2019,24.71,30.09,26.97,6.13,276.06,19.29,23.12,97.46
29-07-2019,24.3,27.94,26.06,6.45,262.44,20.02,48.69,97.32
30-07-2019,23.9,27.96,25.65,8.61,247.94,19.04,93.14,97.45
31-07-2019,23.19,29.76,26.11,6.56,253.44,18.43,12.33,97.72
01-08-2019,23.33,29.46,26.22,5.38,251.31,18.86,8.18,97.67
02-08-2019,23.99,27.01,25.38,5.98,254.75,19.1,34.89,97.55
03-08-2019,23.91,30.34,26.73,6.3,246.25,19.96,39.52,97.52
04-08-2019,23.95,31.23,26.66,6.1,228.88,19.41,7.9,97.45
05-08-2019,24.31,30.61,27.09,4.38,256.69,19.84,3.46,97.31
06-08-2019,24.36,28.82,26.2,4.83,284.94,19.84,16.84,97.26
07-08-2019,24.37,27.36,25.56,5.62,263.31,19.78,20.59,97.08
08-08-2019,24.07,26.61,25.19,7.03,254.69,19.35,37.82,96.97
09-08-2019,23.72,31.01,26.68,5.56,227.5,19.41,6.91,97.32
10-08-2019,23.46,31.28,27.38,3.42,224.25,19.78,1.6,97.61
11-08-2019,24.3,31.23,27.46,3.59,280.25,19.59,0.3,97.71
12-08-2019,24.62,30.4,26.82,4.11,293.62,19.59,4.86,97.7
13-08-2019,24.49,27.33,25.66,4.97,270.5,19.53,36.68,97.62
14-08-2019,23.51,28.06,25.4,5.27,262.31,18.92,25.04,97.74
15-08-2019,23,30.73,26.92,2.96,238.81,19.29,1.36,97.89
16-08-2019,24.44,31.35,27.66,3.15,240.5,19.9,0.1,97.85
17-08-2019,24.93,30.43,27.37,2.28,263.44,19.84,0.12,97.89
18-08-2019,24.33,28.97,26.44,2.51,289.25,19.41,8.97,98.02
19-08-2019,23.08,30.87,26.94,3.21,279.88,19.65,7.94,98.03
20-08-2019,24.6,30.12,26.76,3.75,301.75,19.84,6.02,97.96
21-08-2019,24.55,29.38,26.39,3.41,292.5,20.2,3.34,97.86
22-08-2019,24.13,29.26,26.38,4.02,295.19,19.65,21.97,97.77
23-08-2019,24.04,29.26,26.06,4.7,291.5,19.53,7.99,97.78
24-08-2019,23.37,27.8,25.19,4.3,271.69,18.86,6.78,97.83
25-08-2019,23.1,28.25,25.39,4.72,268.06,18.92,10.94,97.67
26-08-2019,23.21,28.88,25.43,4.69,255.06,18.92,21.99,97.7
27-08-2019,23.13,29.31,25.94,3.95,249.62,18.31,0.94,97.72
